filename,operation,off score,on score,line count
None,None,0.9736842105263158,1.0,73
Sociologia.java,insert line 17: `boolean debug = false;` on try 0,0.9606986899563319,1.0,73
Sociologia.java,insert line 10: `int max;` on try 0,0.9565217391304348,1.0,73
Sociologia.java,insert line 34: `boolean debug = false;` on try 0,0.9523809523809523,1.0,73
Sociologia.java,insert line 63: `double w;` on try 0,0.9482758620689655,1.0,73
Sociologia.java,insert line 37: `boolean done = false;` on try 0,0.927038626609442,1.0,73
Sociologia.java,"insert line 72: `int x, y;` on try 0",0.8595744680851064,1.0,73
Sociologia.java,insert line 39: `int i = 0;` on try 0,0.8389830508474576,1.0,73
Sociologia.java,insert line 54: `int max;` on try 0,0.8354430379746836,1.0,73
Sociologia.java,insert line 46: `int max;` on try 0,0.8319327731092437,1.0,73
Sociologia.java,insert line 13: `int indexOfField;` on try 0,0.7949790794979079,1.0,73
Sociologia.java,"insert line 78: `String output = """";` on try 0",0.7916666666666666,1.0,73
Sociologia.java,"insert line 25: `String output = """";` on try 0",0.7302904564315352,1.0,73
Sociologia.java,insert line 38: `int indexOfField;` on try 0,0.7272727272727273,1.0,73
Sociologia.java,"insert line 34: `int x, y;` on try 1",0.6885245901639344,1.0,73
Sociologia.java,insert line 17: `int count = 0;` on try 0,0.6040816326530613,1.0,73
Sociologia.java,insert line 62: `boolean done = false;` on try 0,0.5772357723577236,1.0,73
Sociologia.java,insert line 49: `int index = 0;` on try 0,0.5020242914979757,1.0,73
Sociologia.java,insert line 29: `double w;` on try 0,0.4596774193548387,1.0,73
Sociologia.java,insert line 79: `String[] messages;` on try 0,0.37751004016064255,1.0,73
Sociologia.java,"insert line 34: `String output = """";` on try 0",0.304,1.0,73
Sociologia.java,"insert line 19: `int x, y;` on try 0",0.30158730158730157,1.0,73
Sociologia.java,insert line 73: `double w;` on try 0,0.18181818181818182,1.0,73
Sociologia.java,insert line 59: `int j = 0;` on try 0,0.07874015748031496,1.0,73
Sociologia.java,insert line 81: `int min;` on try 0,0.0784313725490196,1.0,73
Sociologia.java,insert line 76: `int indexOfField;` on try 1,0.078125,1.0,73
Sociologia.java,insert line 95: `int min;` on try 0,0.07782101167315175,1.0,73
Sociologia.java,insert line 23: `int min;` on try 1,0.07751937984496124,1.0,73
Sociologia.java,insert line 58: `boolean done = false;` on try 0,0.07722007722007722,1.0,73
Sociologia.java,insert line 65: `boolean debug = false;` on try 0,0.07692307692307693,1.0,73
Sociologia.java,insert line 50: `int min;` on try 0,0.07662835249042145,1.0,73
Sociologia.java,insert line 33: `String[] messages;` on try 0,0.07633587786259542,1.0,73
Sociologia.java,insert line 83: `int count = 0;` on try 1,0.07604562737642585,1.0,73
Sociologia.java,insert line 25: `boolean done = false;` on try 1,0.07575757575757576,1.0,73
Sociologia.java,insert line 63: `String[] messages;` on try 0,0.07547169811320754,1.0,73
Sociologia.java,insert line 80: `int count = 0;` on try 0,0.07518796992481203,1.0,73
Sociologia.java,insert line 106: `int j = 0;` on try 0,0.0749063670411985,1.0,73
Sociologia.java,insert line 55: `int count = 0;` on try 1,0.07462686567164178,1.0,73
Sociologia.java,"insert line 104: `String output = """";` on try 0",0.07434944237918216,1.0,73
Sociologia.java,insert line 37: `String[] messages;` on try 0,0.07407407407407407,1.0,73
Sociologia.java,insert line 78: `int index = 0;` on try 6,0.07380073800738007,1.0,73
Sociologia.java,insert line 27: `String[] temp = null;` on try 1,0.07352941176470588,1.0,73
Sociologia.java,insert line 32: `int index = 0;` on try 2,0.07326007326007326,1.0,73
Sociologia.java,insert line 114: `int count = 0;` on try 0,0.072992700729927,1.0,73
Sociologia.java,insert line 16: `int min;` on try 3,0.07272727272727272,1.0,73
Sociologia.java,insert line 84: `done = true;` on try 8,0.07246376811594203,1.0,73
Sociologia.java,insert line 83: `done = true;` on try 7,0.07220216606498195,1.0,73
Sociologia.java,insert line 39: `int intInput;` on try 5,0.07194244604316546,1.0,73
Sociologia.java,insert line 97: `int intInput;` on try 9,0.07168458781362007,1.0,73
