filename,operation,off score,on score,line count
None,None,0.8586387434554974,1.0,273
sociologia.java,insert line 220: `int count = 0;` on try 0,0.857516339869281,1.0,273
sociologia.java,insert line 207: `boolean debug = false;` on try 0,0.856396866840731,1.0,273
sociologia.java,"insert line 80: `int x, y;` on try 0",0.8515625,1.0,273
sociologia.java,insert line 18: `String[] messages;` on try 0,0.8504551365409623,1.0,273
sociologia.java,insert line 243: `int index = 0;` on try 0,0.8337662337662337,1.0,273
sociologia.java,insert line 40: `boolean debug = false;` on try 0,0.8326848249027238,1.0,273
sociologia.java,insert line 180: `boolean done = false;` on try 0,0.8316062176165803,1.0,273
sociologia.java,insert line 44: `int j = 0;` on try 0,0.815006468305304,1.0,273
sociologia.java,insert line 160: `int min;` on try 0,0.813953488372093,1.0,273
sociologia.java,insert line 147: `String[] messages;` on try 0,0.8129032258064516,1.0,273
sociologia.java,insert line 122: `boolean debug = false;` on try 0,0.8118556701030928,1.0,273
sociologia.java,"insert line 232: `int x, y;` on try 0",0.7892030848329049,1.0,273
sociologia.java,insert line 154: `int intInput;` on try 0,0.7522464698331194,1.0,273
sociologia.java,"insert line 120: `String output = """";` on try 0",0.7256410256410256,1.0,273
sociologia.java,insert line 24: `int max;` on try 0,0.706786171574904,1.0,273
sociologia.java,insert line 114: `int max;` on try 0,0.7058823529411765,1.0,273
sociologia.java,insert line 269: `double w;` on try 0,0.7049808429118773,1.0,273
sociologia.java,insert line 192: `int index = 0;` on try 0,0.6989795918367347,1.0,273
sociologia.java,insert line 227: `int max;` on try 0,0.6828025477707006,1.0,273
sociologia.java,insert line 215: `String[] messages;` on try 0,0.6463104325699746,1.0,273
sociologia.java,insert line 11: `int index = 0;` on try 0,0.6454891994917408,1.0,273
sociologia.java,"insert line 246: `String output = """";` on try 0",0.6446700507614214,1.0,273
sociologia.java,"insert line 182: `int x, y;` on try 0",0.6075949367088608,1.0,273
sociologia.java,insert line 59: `String[] messages;` on try 0,0.606826801517067,1.0,273
sociologia.java,insert line 21: `boolean debug = false;` on try 0,0.6060606060606061,1.0,273
sociologia.java,insert line 282: `int max;` on try 0,0.587641866330391,1.0,273
sociologia.java,insert line 107: `boolean debug = false;` on try 0,0.5667506297229219,1.0,273
sociologia.java,insert line 132: `int index = 0;` on try 0,0.5610062893081761,1.0,273
sociologia.java,insert line 141: `double w;` on try 0,0.5402010050251256,1.0,273
sociologia.java,insert line 68: `int count = 0;` on try 0,0.5194479297365119,1.0,273
sociologia.java,insert line 184: `String[] messages;` on try 0,0.518796992481203,1.0,273
sociologia.java,insert line 94: `int intInput;` on try 0,0.5181476846057572,1.0,273
sociologia.java,insert line 8: `int max;` on try 0,0.5175,1.0,273
sociologia.java,insert line 225: `int index = 0;` on try 0,0.5168539325842697,1.0,273
sociologia.java,insert line 163: `int max;` on try 0,0.516209476309227,1.0,273
sociologia.java,insert line 26: `boolean done = false;` on try 0,0.5155666251556662,1.0,273
sociologia.java,insert line 264: `boolean debug = false;` on try 0,0.5074626865671642,1.0,273
sociologia.java,insert line 44: `int indexOfField;` on try 0,0.5043478260869565,1.0,273
sociologia.java,insert line 78: `int j = 0;` on try 0,0.48883374689826303,1.0,273
sociologia.java,insert line 300: `String[] temp = null;` on try 0,0.4708798017348203,1.0,273
sociologia.java,insert line 106: `double w;` on try 0,0.47029702970297027,1.0,273
sociologia.java,insert line 61: `int count = 0;` on try 0,0.44252163164400493,1.0,273
sociologia.java,insert line 238: `int count = 0;` on try 0,0.4419753086419753,1.0,273
sociologia.java,insert line 289: `int min;` on try 0,0.44143033292231815,1.0,273
sociologia.java,insert line 274: `boolean done = false;` on try 0,0.4408866995073892,1.0,273
sociologia.java,insert line 18: `int min;` on try 0,0.4182041820418204,1.0,273
sociologia.java,insert line 79: `boolean done = false;` on try 0,0.44226044226044225,1.0,273
sociologia.java,insert line 246: `int indexOfField;` on try 0,0.44171779141104295,1.0,273
sociologia.java,insert line 226: `int min;` on try 0,0.4411764705882353,1.0,273
sociologia.java,insert line 54: `int min;` on try 0,0.44063647490820074,1.0,273
sociologia.java,insert line 154: `String[] messages;` on try 0,0.45232273838630804,1.0,273
