filename,operation,off score,on score,line count
None,None,0.9550561797752809,1.0,139
Sociologia.java,insert line 71: `double w;` on try 0,0.9355742296918768,1.0,139
Sociologia.java,insert line 79: `int min;` on try 0,0.9050279329608939,1.0,139
Sociologia.java,insert line 68: `boolean debug = false;` on try 0,0.8857938718662952,1.0,139
Sociologia.java,insert line 90: `String[] messages;` on try 0,0.8833333333333333,1.0,139
Sociologia.java,insert line 136: `int i = 0;` on try 0,0.8365650969529086,1.0,139
Sociologia.java,insert line 19: `int min;` on try 0,0.8342541436464088,1.0,139
Sociologia.java,insert line 122: `int indexOfField;` on try 0,0.8319559228650137,1.0,139
Sociologia.java,insert line 66: `int min;` on try 0,0.8131868131868132,1.0,139
Sociologia.java,insert line 25: `boolean done = false;` on try 0,0.7890410958904109,1.0,139
Sociologia.java,insert line 64: `String[] messages;` on try 0,0.7704918032786885,1.0,139
Sociologia.java,insert line 128: `int min;` on try 0,0.7520435967302452,1.0,139
Sociologia.java,insert line 144: `int max;` on try 0,0.75,1.0,139
Sociologia.java,insert line 30: `int index = 0;` on try 0,0.7262872628726287,1.0,139
Sociologia.java,insert line 28: `int min;` on try 0,0.7243243243243244,1.0,139
Sociologia.java,insert line 58: `boolean done = false;` on try 0,0.7223719676549866,1.0,139
Sociologia.java,insert line 99: `int count = 0;` on try 0,0.7096774193548387,1.0,139
Sociologia.java,insert line 17: `int count = 0;` on try 0,0.707774798927614,1.0,139
Sociologia.java,insert line 128: `String[] messages;` on try 0,0.6951871657754011,1.0,139
Sociologia.java,insert line 91: `int intInput;` on try 0,0.6826666666666666,1.0,139
Sociologia.java,insert line 120: `String[] messages;` on try 0,0.6808510638297872,1.0,139
Sociologia.java,insert line 54: `String[] Data;` on try 0,0.6790450928381963,1.0,139
Sociologia.java,insert line 62: `int index = 0;` on try 0,0.6613756613756614,1.0,139
Sociologia.java,"insert line 105: `int x, y;` on try 0",0.6526315789473685,1.0,139
Sociologia.java,insert line 142: `boolean debug = false;` on try 0,0.6404199475065617,1.0,139
Sociologia.java,insert line 67: `int min;` on try 0,0.6230366492146597,1.0,139
Sociologia.java,"insert line 65: `int x, y;` on try 0",0.5677083333333334,1.0,139
Sociologia.java,insert line 88: `int index = 0;` on try 0,0.5662337662337662,1.0,139
Sociologia.java,insert line 144: `double w;` on try 0,0.5647668393782384,1.0,139
Sociologia.java,insert line 124: `int intInput;` on try 0,0.5529715762273901,1.0,139
Sociologia.java,insert line 157: `int count = 0;` on try 0,0.5360824742268041,1.0,139
Sociologia.java,insert line 154: `int j = 0;` on try 0,0.4781491002570694,1.0,139
Sociologia.java,insert line 129: `int indexOfField;` on try 0,0.4717948717948718,1.0,139
Sociologia.java,"insert line 118: `int x, y;` on try 0",0.46938775510204084,1.0,139
Sociologia.java,insert line 24: `boolean debug = false;` on try 0,0.4681933842239186,1.0,139
Sociologia.java,insert line 152: `int min;` on try 0,0.467005076142132,1.0,139
Sociologia.java,"insert line 125: `String output = """";` on try 0",0.42025316455696204,1.0,139
Sociologia.java,insert line 104: `int index = 0;` on try 0,0.41919191919191917,1.0,139
Sociologia.java,insert line 83: `int j = 0;` on try 0,0.4181360201511335,1.0,139
Sociologia.java,insert line 160: `boolean debug = false;` on try 0,0.41708542713567837,1.0,139
Sociologia.java,insert line 103: `int max;` on try 0,0.37092731829573933,1.0,139
Sociologia.java,insert line 116: `String[] messages;` on try 0,0.325,1.0,139
Sociologia.java,insert line 159: `boolean debug = false;` on try 0,0.32418952618453867,1.0,139
Sociologia.java,insert line 85: `int nrppl = 0;` on try 0,0.32338308457711445,1.0,139
Sociologia.java,insert line 39: `int max;` on try 0,0.28287841191067,1.0,139
Sociologia.java,"insert line 81: `int x, y;` on try 0",0.2814814814814815,1.0,139
Sociologia.java,insert line 72: `int j = 0;` on try 0,0.28078817733990147,1.0,139
Sociologia.java,insert line 183: `int indexOfField;` on try 0,0.2800982800982801,1.0,139
Sociologia.java,insert line 185: `double w;` on try 0,0.27941176470588236,1.0,139
Sociologia.java,insert line 26: `double w;` on try 0,0.2787286063569682,1.0,139
Sociologia.java,insert line 148: `int max;` on try 0,0.22439024390243903,1.0,139
Sociologia.java,insert line 102: `int j = 0;` on try 0,0.22384428223844283,1.0,139
Sociologia.java,insert line 37: `int max;` on try 0,0.22330097087378642,1.0,139
Sociologia.java,insert line 128: `int indexOfField;` on try 0,0.22276029055690072,1.0,139
Sociologia.java,insert line 22: `boolean debug = false;` on try 0,0.2222222222222222,1.0,139
Sociologia.java,insert line 100: `int count = 0;` on try 0,0.2216867469879518,1.0,139
Sociologia.java,"insert line 187: `int x, y;` on try 0",0.22062350119904076,1.0,139
Sociologia.java,insert line 136: `int count = 0;` on try 0,0.22009569377990432,1.0,139
Sociologia.java,insert line 174: `int min;` on try 0,0.21957040572792363,1.0,139
Sociologia.java,insert line 69: `boolean debug = false;` on try 0,0.21904761904761905,1.0,139
Sociologia.java,insert line 19: `int index = 0;` on try 0,0.21852731591448932,1.0,139
Sociologia.java,insert line 155: `int j = 0;` on try 0,0.21800947867298578,1.0,139
Sociologia.java,insert line 79: `int max;` on try 0,0.21749408983451538,1.0,139
